?x	?p	?label
<http://iec.ch/TC57/CIM100#ExcDC3A.efd1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter voltage at which exciter saturation is defined (<i>Efd</i><i><sub>1</sub></i>) (&gt; 0).  Typical value = 2,6."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.efd2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter voltage at which exciter saturation is defined (<i>Efd</i><i><sub>2</sub></i>) (&gt; 0).  Typical value = 3,45."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.efdlim>	<http://www.w3.org/2004/02/skos/core#definition>	"\n(<i>Efdlim</i>).\ntrue = exciter output limiter is active\nfalse = exciter output limiter not active.\nTypical value = true.\n\t"@en
<http://iec.ch/TC57/CIM100#ExcDC3A.efdmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage exciter output limiter (<i>Efdmax</i>) (&gt; ExcDC3A.efdmin).  Typical value = 99."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.efdmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage exciter output limiter (<i>Efdmin</i>) (&lt; ExcDC3A.efdmax).  Typical value = -99."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.exclim>	<http://www.w3.org/2004/02/skos/core#definition>	"\n(<i>exclim</i>).  IEEE standard is ambiguous about lower limit on exciter output.\ntrue = a lower limit of zero is applied to integrator output\nfalse = a lower limit of zero not applied to integrator output.\nTypical value = true.\n\t"@en
<http://iec.ch/TC57/CIM100#ExcDC3A.ke>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter constant related to self-excited field (<i>Ke</i>).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.kr>	<http://www.w3.org/2004/02/skos/core#definition>	"Deadband (<i>Kr</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.ks>	<http://www.w3.org/2004/02/skos/core#definition>	"Coefficient to allow different usage of the model-speed coefficient (<i>Ks</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.kv>	<http://www.w3.org/2004/02/skos/core#definition>	"Fast raise/lower contact setting (<i>Kv</i>) (&gt; 0).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.seefd1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>Efd</i><i><sub>1</sub></i> (<i>Se[Efd</i><i><sub>1</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.seefd2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>Efd</i><i><sub>2</sub></i> (<i>Se[Efd</i><i><sub>2</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,35."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.te>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter time constant, integration rate associated with exciter control (<i>Te</i>) (&gt; 0).  Typical value = 1,83."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.trh>	<http://www.w3.org/2004/02/skos/core#definition>	"Rheostat travel time (<i>Trh</i>) (&gt; 0).  Typical value = 20."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.vrmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>Vrmax</i>) (&gt; 0).  Typical value = 5."@en
<http://iec.ch/TC57/CIM100#ExcDC3A.vrmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (<i>Vrmin</i>) (&lt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.exclim>	<http://www.w3.org/2004/02/skos/core#definition>	"\n(<i>exclim</i>).\ntrue = lower limit of zero is applied to integrator output\nfalse = lower limit of zero not applied to integrator output.\nTypical value = true.\n\t"@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.ka>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator gain (<i>Ka</i>) (&gt; 0).  Typical value = 300."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.ke>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter constant related to self-excited field (<i>Ke</i>).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.kf>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer gain (<i>Kf</i>) (&gt;= 0).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.ki>	<http://www.w3.org/2004/02/skos/core#definition>	"Potential circuit gain coefficient (<i>Ki</i>) (&gt;= 0).  Typical value = 4,83."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.kp>	<http://www.w3.org/2004/02/skos/core#definition>	"Potential circuit gain coefficient (<i>Kp</i>) (&gt;= 0).  Typical value = 4,37."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.ta>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>Ta</i>) (&gt; 0).  Typical value = 0,01."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.te>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter time constant, integration rate associated with exciter control (<i>Te</i>) (&gt; 0).  Typical value = 1,83."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.tf>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer time constant (<i>Tf</i>) (&gt;= 0).  Typical value = 0,675."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.vb1max>	<http://www.w3.org/2004/02/skos/core#definition>	"Available exciter voltage limiter (<i>Vb1max</i>) (&gt; 0).  Typical value = 11,63."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.vblim>	<http://www.w3.org/2004/02/skos/core#definition>	"\nVb limiter indicator.\ntrue = exciter <i>Vbmax</i> limiter is active\nfalse = <i>Vb1max</i> is active. \nTypical value = true.\n\t"@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.vbmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Available exciter voltage limiter (<i>Vbmax</i>) (&gt; 0).  Typical value = 11,63."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.vrmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>Vrmax</i>) (&gt; ExcDC3A1.vrmin).  Typical value = 5."@en
<http://iec.ch/TC57/CIM100#ExcDC3A1.vrmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (<i>Vrmin</i>) (&lt; 0 and &lt; ExcDC3A1.vrmax).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.dpnf>	<http://www.w3.org/2004/02/skos/core#definition>	"Controller follow up deadband (<i>Dpnf</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.efmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum open circuit excitation voltage (<i>Efmax</i>) (&gt; ExcELIN1.efmin).  Typical value = 5."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.efmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum open circuit excitation voltage (<i>Efmin</i>) (&lt; ExcELIN1.efmax).  Typical value = -5."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.ks1>	<http://www.w3.org/2004/02/skos/core#definition>	"Stabilizer gain 1 (<i>Ks1</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.ks2>	<http://www.w3.org/2004/02/skos/core#definition>	"Stabilizer gain 2 (<i>Ks2</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.smax>	<http://www.w3.org/2004/02/skos/core#definition>	"Stabilizer limit output (<i>smax</i>).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.tfi>	<http://www.w3.org/2004/02/skos/core#definition>	"Current transducer time constant (<i>Tfi</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.tnu>	<http://www.w3.org/2004/02/skos/core#definition>	"Controller reset time constant (<i>Tnu</i>) (&gt;= 0).  Typical value = 2."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.ts1>	<http://www.w3.org/2004/02/skos/core#definition>	"Stabilizer phase lag time constant (<i>Ts1</i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.ts2>	<http://www.w3.org/2004/02/skos/core#definition>	"Stabilizer filter time constant (<i>Ts2</i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.tsw>	<http://www.w3.org/2004/02/skos/core#definition>	"Stabilizer parameters (<i>Tsw</i>) (&gt;= 0).  Typical value = 3."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.vpi>	<http://www.w3.org/2004/02/skos/core#definition>	"Current controller gain (<i>Vpi</i>).  Typical value = 12,45."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.vpnf>	<http://www.w3.org/2004/02/skos/core#definition>	"Controller follow up gain (<i>Vpnf</i>).  Typical value = 2."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.vpu>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage controller proportional gain (<i>Vpu</i>).  Typical value = 34,5."@en
<http://iec.ch/TC57/CIM100#ExcELIN1.xe>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation transformer effective reactance (<i>Xe</i>) (&gt;= 0).  <i>Xe</i> represents the regulation of the transformer/rectifier unit.  Typical value = 0,06."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.efdbas>	<http://www.w3.org/2004/02/skos/core#definition>	"Gain (<i>Efdbas</i>).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.iefmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Limiter (<i>I</i><i><sub>efmax</sub></i>) (&gt; ExcELIN2.iefmin).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.iefmax2>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum open circuit excitation voltage (<i>I</i><i><sub>efmax2</sub></i>).  Typical value = -5."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.iefmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Limiter (<i>I</i><i><sub>efmin</sub></i>) (&lt; ExcELIN2.iefmax).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.k1>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator input gain (<i>K1</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.k1ec>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator input limit (<i>K1ec</i>).  Typical value = 2."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.k2>	<http://www.w3.org/2004/02/skos/core#definition>	"Gain (<i>K2</i>).  Typical value = 5."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.k3>	<http://www.w3.org/2004/02/skos/core#definition>	"Gain (<i>K3</i>).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.k4>	<http://www.w3.org/2004/02/skos/core#definition>	"Gain (<i>K4</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.kd1>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage controller derivative gain (<i>Kd1</i>).  Typical value = 34,5."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.ke2>	<http://www.w3.org/2004/02/skos/core#definition>	"Gain (<i>Ke2</i>).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.ketb>	<http://www.w3.org/2004/02/skos/core#definition>	"Gain (<i>Ketb</i>).  Typical value = 0,06."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.pid1max>	<http://www.w3.org/2004/02/skos/core#definition>	"Controller follow up gain (<i>PID1max</i>).  Typical value = 2."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.seve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>Ve</i><i><sub>1</sub></i>, back of commutating reactance (<i>Se[Ve</i><i><sub>1</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.seve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>Ve</i><i><sub>2</sub></i>, back of commutating reactance (<i>Se[Ve</i><i><sub>2</sub></i><i>]</i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.tb1>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage controller derivative washout time constant (<i>Tb1</i>) (&gt;= 0).  Typical value = 12,45."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.te>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant (<i>Te</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.te2>	<http://www.w3.org/2004/02/skos/core#definition>	"Time Constant (<i>T</i><i><sub>e2</sub></i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.ti1>	<http://www.w3.org/2004/02/skos/core#definition>	"Controller follow up deadband (<i>Ti1</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.ti3>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant (<i>T</i><i><sub>i3</sub></i>) (&gt;= 0).  Typical value = 3."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.ti4>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant (<i>T</i><i><sub>i4</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.tr4>	<http://www.w3.org/2004/02/skos/core#definition>	"Time constant (<i>T</i><i><sub>r4</sub></i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.upmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Limiter (<i>Upmax</i>) (&gt; ExcELIN2.upmin).  Typical value = 3."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.upmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Limiter (<i>Upmin</i>) (&lt; ExcELIN2.upmax).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.ve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>Ve</i><i><sub>1</sub></i>) (&gt; 0).  Typical value = 3."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.ve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>Ve</i><i><sub>2</sub></i>) (&gt; 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcELIN2.xp>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation transformer effective reactance (<i>Xp</i>).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcHU.ae>	<http://www.w3.org/2004/02/skos/core#definition>	"Major loop PI tag gain factor (<i>Ae</i>).  Typical value = 3."@en
<http://iec.ch/TC57/CIM100#ExcHU.ai>	<http://www.w3.org/2004/02/skos/core#definition>	"Minor loop PI tag gain factor (<i>Ai</i>).  Typical value = 22."@en
<http://iec.ch/TC57/CIM100#ExcHU.atr>	<http://www.w3.org/2004/02/skos/core#definition>	"AVR constant (<i>Atr</i>).  Typical value = 2,19."@en
<http://iec.ch/TC57/CIM100#ExcHU.emax>	<http://www.w3.org/2004/02/skos/core#definition>	"Field voltage control signal upper limit on AVR base (<i>Emax</i>) (&gt; ExcHU.emin).  Typical value = 0,996."@en
<http://iec.ch/TC57/CIM100#ExcHU.emin>	<http://www.w3.org/2004/02/skos/core#definition>	"Field voltage control signal lower limit on AVR base (<i>Emin</i>) (&lt; ExcHU.emax).  Typical value = -0,866."@en
<http://iec.ch/TC57/CIM100#ExcHU.imax>	<http://www.w3.org/2004/02/skos/core#definition>	"Major loop PI tag output signal upper limit (<i>Imax</i>) (&gt; ExcHU.imin).  Typical value = 2,19."@en
<http://iec.ch/TC57/CIM100#ExcHU.imin>	<http://www.w3.org/2004/02/skos/core#definition>	"Major loop PI tag output signal lower limit (<i>Imin</i>) (&lt; ExcHU.imax).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#ExcHU.ke>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage base conversion constant (<i>Ke</i>).  Typical value = 4,666."@en
<http://iec.ch/TC57/CIM100#ExcHU.ki>	<http://www.w3.org/2004/02/skos/core#definition>	"Current base conversion constant (<i>Ki</i>).  Typical value = 0,21428."@en
<http://iec.ch/TC57/CIM100#ExcHU.te>	<http://www.w3.org/2004/02/skos/core#definition>	"Major loop PI tag integration time constant (<i>Te</i>) (&gt;= 0).  Typical value = 0,154."@en
<http://iec.ch/TC57/CIM100#ExcHU.ti>	<http://www.w3.org/2004/02/skos/core#definition>	"Minor loop PI control tag integration time constant (<i>Ti</i>) (&gt;= 0).  Typical value = 0,01333."@en
<http://iec.ch/TC57/CIM100#ExcHU.tr>	<http://www.w3.org/2004/02/skos/core#definition>	"Filter time constant (<i>Tr</i>) (&gt;= 0). If a voltage compensator is used in conjunction with this excitation system model, <i>Tr </i>should be set to 0.  Typical value = 0,01."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.ka>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator gain (<i>K</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 400."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.kc>	<http://www.w3.org/2004/02/skos/core#definition>	"Rectifier loading factor proportional to commutating reactance (<i>K</i><i><sub>C</sub></i>) (&gt;= 0).  Typical value = 0,2."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.kd>	<http://www.w3.org/2004/02/skos/core#definition>	"Demagnetizing factor, a function of exciter alternator reactances (<i>K</i><i><sub>D</sub></i>) (&gt;= 0).  Typical value = 0,38."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.ke>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter constant related to self-excited field (<i>K</i><i><sub>E</sub></i>).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.kf>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer gains (<i>K</i><i><sub>F</sub></i>) (&gt;= 0).  Typical value = 0,03."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.seve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>V</i><i><sub>E1</sub></i>, back of commutating reactance (<i>S</i><i><sub>E</sub></i><i>[V</i><i><sub>E1</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.seve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>V</i><i><sub>E2</sub></i>, back of commutating reactance (<i>S</i><i><sub>E</sub></i><i>[V</i><i><sub>E2</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,03."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.ta>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 0,02."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.tb>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>B</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.tc>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>C</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.te>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter time constant, integration rate associated with exciter control (<i>T</i><i><sub>E</sub></i>) (&gt; 0).  Typical value = 0,8."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.tf>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer time constant (<i>T</i><i><sub>F</sub></i>) (&gt; 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.vamax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>V</i><i><sub>AMAX</sub></i>) (&gt; 0).  Typical value = 14,5."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.vamin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (<i>V</i><i><sub>AMIN</sub></i>) (&lt; 0).  Typical value = -14,5."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.ve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>V</i><i><sub>E1</sub></i>) (&gt; 0).  Typical value = 4,18."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.ve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>V</i><i><sub>E2</sub></i>) (&gt; 0).  Typical value = 3,14."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.vrmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator outputs (<i>V</i><i><sub>RMAX</sub></i>) (&gt; 0).  Typical value = 6,03."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC1A.vrmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator outputs (<i>V</i><i><sub>RMIN</sub></i>) (&lt; 0).  Typical value = -5,43."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.ka>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator gain (<i>K</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 400."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.kb>	<http://www.w3.org/2004/02/skos/core#definition>	"Second stage regulator gain (<i>K</i><i><sub>B</sub></i>) (&gt; 0).  Typical value = 25."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.kc>	<http://www.w3.org/2004/02/skos/core#definition>	"Rectifier loading factor proportional to commutating reactance (<i>K</i><i><sub>C</sub></i>) (&gt;= 0).  Typical value = 0,28."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.kd>	<http://www.w3.org/2004/02/skos/core#definition>	"Demagnetizing factor, a function of exciter alternator reactances (<i>K</i><i><sub>D</sub></i>) (&gt;= 0).  Typical value = 0,35."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.ke>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter constant related to self-excited field (<i>K</i><i><sub>E</sub></i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.kf>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer gains (<i>K</i><i><sub>F</sub></i>) (&gt;= 0).  Typical value = 0,03."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.kh>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter field current feedback gain (<i>K</i><i><sub>H</sub></i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.seve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>V</i><i><sub>E1</sub></i>, back of commutating reactance (<i>S</i><i><sub>E</sub></i><i>[V</i><i><sub>E1</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,037."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.seve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter saturation function value at the corresponding exciter voltage, <i>V</i><i><sub>E2</sub></i>, back of commutating reactance (<i>S</i><i><sub>E</sub></i><i>[V</i><i><sub>E2</sub></i><i>]</i>) (&gt;= 0).  Typical value = 0,012."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.ta>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 0,02."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.tb>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>B</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.tc>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator time constant (<i>T</i><i><sub>C</sub></i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.te>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter time constant, integration rate associated with exciter control (<i>T</i><i><sub>E</sub></i>) (&gt; 0).  Typical value = 0,6."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.tf>	<http://www.w3.org/2004/02/skos/core#definition>	"Excitation control system stabilizer time constant (<i>T</i><i><sub>F</sub></i>) (&gt; 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.vamax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator output (<i>V</i><i><sub>AMAX</sub></i>) (&gt; 0).  Typical value = 8."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.vamin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator output (<i>V</i><i><sub>AMIN</sub></i>) (&lt; 0).  Typical value = -8."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.ve1>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>V</i><i><sub>E1</sub></i>) (&gt; 0).  Typical value = 4,4."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.ve2>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter alternator output voltages back of commutating reactance at which saturation is defined (<i>V</i><i><sub>E2</sub></i>) (&gt; 0).  Typical value = 3,3."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.vfemax>	<http://www.w3.org/2004/02/skos/core#definition>	"Exciter field current limit reference (<i>V</i><i><sub>FEMAX</sub></i>) (&gt; 0).  Typical value = 4,4."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.vrmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum voltage regulator outputs (<i>V</i><i><sub>RMAX</sub></i>) (&gt; 0).  Typical value = 105."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC2A.vrmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum voltage regulator outputs (<i>V</i><i><sub>RMIN</sub></i>) (&lt; 0).  Typical value = -95."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.efdn>	<http://www.w3.org/2004/02/skos/core#definition>	"Value of <i>Efd </i>at which feedback gain changes (<i>E</i><i><sub>FDN</sub></i>) (&gt; 0).  Typical value = 2,36."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.ka>	<http://www.w3.org/2004/02/skos/core#definition>	"Voltage regulator gain (<i>K</i><i><sub>A</sub></i>) (&gt; 0).  Typical value = 45,62."@en
<http://iec.ch/TC57/CIM100#ExcIEEEAC3A.kc>	<http://www.w3.org/2004/02/skos/core#definition>	"Rectifier loading factor proportional to commutating reactance (<i>K</i><i><sub>C</sub></i>) (&gt;= 0).  Typical value = 0,104."@en
